latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
28.599998,77.20001,217.0,0,GMT,GMT

time,pm10 (μg/m³),pm2_5 (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),carbon_monoxide (μg/m³)
2023-05-10T01:00,64.0,41.3,46.7,32.2,43.0,675.0
2023-05-10T02:00,65.9,42.7,52.6,31.7,47.0,734.0
2023-05-10T03:00,60.1,38.5,53.7,29.3,63.0,741.0
2023-05-10T04:00,47.7,30.7,43.4,25.1,91.0,625.0
2023-05-10T05:00,30.3,19.4,27.3,19.5,127.0,447.0
2023-05-10T06:00,27.6,17.2,10.4,13.8,166.0,257.0
2023-05-10T07:00,28.7,16.6,6.6,12.5,178.0,210.0
2023-05-10T08:00,31.8,16.6,7.0,12.7,181.0,206.0
2023-05-10T09:00,37.0,17.5,9.9,13.9,179.0,217.0
2023-05-10T10:00,43.5,18.9,11.6,14.6,177.0,195.0
2023-05-10T11:00,49.1,20.1,14.4,15.6,172.0,172.0
2023-05-10T12:00,39.1,18.1,23.9,18.1,162.0,294.0
2023-05-10T13:00,45.3,22.9,36.3,23.7,137.0,530.0
2023-05-10T14:00,58.2,33.1,53.9,31.8,102.0,864.0
2023-05-10T15:00,72.4,42.3,70.6,40.9,65.0,1207.0
2023-05-10T16:00,80.6,47.6,71.0,44.0,57.0,1275.0
2023-05-10T17:00,86.6,51.7,65.5,45.6,58.0,1253.0
2023-05-10T18:00,92.4,55.9,58.1,48.9,60.0,1204.0
2023-05-10T19:00,101.5,61.5,54.7,54.1,56.0,1180.0
2023-05-10T20:00,115.7,70.3,51.7,60.6,50.0,1147.0
2023-05-10T21:00,130.4,80.3,52.1,68.7,43.0,1154.0
2023-05-10T22:00,145.3,90.6,57.6,74.9,36.0,1244.0
2023-05-10T23:00,157.4,99.2,66.3,81.0,29.0,1378.0
2023-05-11T00:00,164.8,105.5,78.6,92.5,35.0,1428.0
2023-05-11T01:00,188.6,122.9,92.2,84.5,47.0,1429.0
2023-05-11T02:00,178.8,117.1,111.0,73.1,64.0,1427.0
2023-05-11T03:00,136.4,89.2,118.7,57.9,94.0,1320.0
2023-05-11T04:00,105.7,68.9,95.4,48.0,127.0,1078.0
2023-05-11T05:00,84.8,55.2,57.2,38.4,166.0,749.0
2023-05-11T06:00,58.0,37.5,16.5,27.8,204.0,399.0
2023-05-11T07:00,45.5,29.0,7.2,21.9,211.0,300.0
2023-05-11T08:00,41.0,25.7,7.3,17.4,207.0,279.0
2023-05-11T09:00,37.5,23.0,11.4,14.1,197.0,281.0
2023-05-11T10:00,35.7,21.5,13.4,13.9,192.0,253.0
2023-05-11T11:00,36.3,21.7,17.0,15.5,185.0,231.0
2023-05-11T12:00,39.7,26.1,28.2,21.8,188.0,357.0
2023-05-11T13:00,53.8,36.4,46.2,30.9,157.0,810.0
2023-05-11T14:00,81.5,56.1,71.7,43.8,113.0,1453.0
2023-05-11T15:00,102.0,70.3,98.6,58.6,65.0,2136.0
2023-05-11T16:00,111.8,77.3,105.6,63.5,51.0,2308.0
2023-05-11T17:00,120.6,83.6,106.3,65.7,46.0,2323.0
2023-05-11T18:00,130.9,90.8,103.9,71.9,44.0,2333.0
2023-05-11T19:00,144.4,100.4,99.6,82.7,43.0,2408.0
2023-05-11T20:00,159.7,110.8,92.9,96.3,43.0,2490.0
2023-05-11T21:00,174.6,121.1,89.7,112.4,40.0,2631.0
2023-05-11T22:00,189.1,130.9,94.0,122.7,28.0,2804.0
2023-05-11T23:00,203.5,140.6,102.3,131.8,11.0,3009.0
2023-05-12T00:00,177.4,122.5,113.7,127.6,42.0,2619.0
2023-05-12T01:00,200.2,138.8,148.6,117.8,44.0,2646.0
2023-05-12T02:00,192.3,133.2,197.2,103.9,47.0,2676.0
2023-05-12T03:00,186.7,129.5,225.5,87.7,69.0,2493.0
2023-05-12T04:00,183.5,126.7,185.1,81.9,113.0,2006.0
2023-05-12T05:00,163.4,112.5,113.1,78.5,172.0,1330.0
2023-05-12T06:00,125.3,85.0,34.4,70.9,233.0,611.0
2023-05-12T07:00,107.6,71.9,14.2,58.1,248.0,410.0
2023-05-12T08:00,90.6,59.8,10.4,42.2,248.0,369.0
2023-05-12T09:00,74.0,47.7,13.3,25.8,236.0,371.0
2023-05-12T10:00,61.7,38.6,15.6,21.0,219.0,338.0
2023-05-12T11:00,56.1,34.0,21.8,20.2,195.0,324.0
2023-05-12T12:00,61.0,40.0,32.7,29.0,195.0,436.0
2023-05-12T13:00,74.3,49.7,52.9,32.6,168.0,636.0
2023-05-12T14:00,86.4,58.9,81.6,37.9,129.0,921.0
2023-05-12T15:00,92.0,63.3,111.1,44.5,85.0,1264.0
2023-05-12T16:00,94.5,65.2,115.9,47.6,70.0,1431.0
2023-05-12T17:00,98.7,68.5,112.7,50.1,64.0,1562.0
2023-05-12T18:00,107.8,75.0,110.8,55.8,54.0,1699.0
2023-05-12T19:00,119.0,82.9,118.2,64.2,40.0,1776.0
2023-05-12T20:00,132.7,92.4,128.6,74.8,24.0,1828.0
2023-05-12T21:00,145.8,101.3,138.5,86.6,9.0,1882.0
2023-05-12T22:00,156.9,109.2,138.2,92.9,3.0,1928.0
2023-05-12T23:00,166.2,115.5,134.2,97.7,2.0,1967.0
2023-05-13T00:00,164.4,113.9,104.0,78.0,13.0,1647.0
2023-05-13T01:00,149.9,103.8,107.1,70.1,33.0,1602.0
2023-05-13T02:00,138.3,95.7,111.1,59.0,63.0,1534.0
2023-05-13T03:00,123.4,85.0,106.0,49.1,109.0,1371.0
2023-05-13T04:00,105.0,71.7,85.3,51.3,152.0,1141.0
2023-05-13T05:00,97.3,65.9,55.6,58.0,200.0,851.0
2023-05-13T06:00,93.8,62.6,24.1,63.2,249.0,546.0
2023-05-13T07:00,89.4,59.0,15.4,59.1,265.0,457.0
2023-05-13T08:00,87.3,57.0,13.8,51.3,270.0,437.0
2023-05-13T09:00,86.6,56.1,16.0,42.3,267.0,437.0
2023-05-13T10:00,85.9,55.5,17.6,38.8,260.0,408.0
2023-05-13T11:00,82.0,52.9,21.2,36.6,247.0,385.0
2023-05-13T12:00,71.0,44.9,32.6,35.7,221.0,478.0
2023-05-13T13:00,83.8,54.5,55.2,42.8,184.0,904.0
2023-05-13T14:00,108.5,72.6,87.2,52.7,131.0,1506.0
2023-05-13T15:00,107.1,71.9,119.0,61.2,74.0,2043.0
2023-05-13T16:00,94.3,63.3,122.8,58.7,58.0,1978.0
2023-05-13T17:00,86.4,58.4,116.9,51.9,54.0,1682.0
2023-05-13T18:00,85.9,58.4,109.5,45.8,50.0,1333.0
2023-05-13T19:00,90.8,61.7,109.5,46.7,42.0,1243.0
2023-05-13T20:00,102.2,68.9,110.9,50.0,33.0,1210.0
2023-05-13T21:00,114.3,77.1,113.8,58.5,22.0,1241.0
2023-05-13T22:00,129.9,87.3,117.4,71.3,13.0,1352.0
2023-05-13T23:00,147.1,98.7,121.8,87.7,5.0,1520.0
2023-05-14T00:00,142.0,96.4,80.0,82.5,42.0,1569.0
2023-05-14T01:00,141.6,96.4,87.3,74.0,51.0,1495.0
2023-05-14T02:00,126.2,85.9,97.4,62.1,63.0,1387.0
2023-05-14T03:00,111.8,75.0,99.3,51.2,91.0,1199.0
2023-05-14T04:00,99.4,65.2,81.7,53.1,127.0,1000.0
2023-05-14T05:00,94.8,60.3,54.3,59.7,172.0,766.0
2023-05-14T06:00,104.1,65.7,24.4,63.5,219.0,516.0
2023-05-14T07:00,107.1,66.1,15.3,55.9,234.0,427.0
2023-05-14T08:00,103.1,61.9,12.2,43.6,238.0,388.0
2023-05-14T09:00,94.8,54.6,13.2,30.7,232.0,365.0
2023-05-14T10:00,87.5,48.2,17.2,28.1,218.0,344.0
2023-05-14T11:00,83.4,44.2,24.4,28.6,196.0,335.0
2023-05-14T12:00,75.7,39.8,27.4,27.5,185.0,397.0
2023-05-14T13:00,71.5,40.3,41.4,29.7,160.0,486.0
2023-05-14T14:00,67.5,41.4,61.3,32.9,123.0,614.0
2023-05-14T15:00,63.3,40.4,82.3,37.1,82.0,792.0
2023-05-14T16:00,61.5,40.4,87.1,39.6,66.0,920.0
2023-05-14T17:00,66.8,44.7,86.9,41.9,58.0,1050.0
2023-05-14T18:00,77.1,51.8,87.0,45.9,47.0,1208.0
2023-05-14T19:00,92.0,61.7,90.7,49.8,35.0,1304.0
2023-05-14T20:00,111.1,74.5,95.4,54.2,24.0,1387.0
2023-05-14T21:00,111.8,74.3,99.9,61.4,13.0,1489.0
2023-05-14T22:00,113.4,74.5,99.9,69.7,10.0,1578.0
2023-05-14T23:00,129.5,83.6,98.3,79.4,10.0,1667.0
2023-05-15T00:00,68.5,36.6,21.8,15.8,72.0,352.0
2023-05-15T01:00,73.3,39.7,29.7,17.8,67.0,452.0
2023-05-15T02:00,78.0,44.6,40.8,20.5,61.0,591.0
2023-05-15T03:00,79.2,41.7,49.1,23.7,63.0,699.0
2023-05-15T04:00,78.0,39.7,44.4,25.3,81.0,646.0
2023-05-15T05:00,75.4,38.1,34.1,26.6,107.0,526.0
2023-05-15T06:00,73.6,36.6,21.7,26.3,137.0,382.0
2023-05-15T07:00,71.5,35.2,16.4,23.1,151.0,327.0
2023-05-15T08:00,65.2,32.0,12.5,18.2,160.0,291.0
2023-05-15T09:00,58.2,28.3,10.7,13.8,166.0,264.0
2023-05-15T10:00,55.3,26.5,11.9,13.6,165.0,237.0
2023-05-15T11:00,56.0,26.7,15.3,15.0,159.0,218.0
2023-05-15T12:00,42.5,21.2,25.2,15.7,139.0,288.0
2023-05-15T13:00,51.2,29.7,38.7,22.3,120.0,568.0
2023-05-15T14:00,68.9,43.5,57.8,31.7,93.0,964.0
2023-05-15T15:00,75.9,48.8,78.3,41.7,63.0,1348.0
2023-05-15T16:00,75.4,48.7,84.4,43.5,54.0,1364.0
2023-05-15T17:00,75.4,49.0,86.1,42.8,51.0,1251.0
2023-05-15T18:00,81.7,53.6,85.8,45.5,47.0,1149.0
2023-05-15T19:00,94.8,61.9,85.0,55.2,42.0,1215.0
2023-05-15T20:00,109.7,71.7,82.9,68.4,37.0,1334.0
2023-05-15T21:00,124.8,82.0,78.5,80.2,31.0,1473.0
2023-05-15T22:00,135.5,89.9,72.2,79.6,27.0,1531.0
2023-05-15T23:00,140.6,93.4,64.3,74.1,23.0,1571.0
2023-05-16T00:00,53.2,27.9,18.9,14.5,62.0,352.0
2023-05-16T01:00,56.1,28.4,24.6,17.3,58.0,415.0
2023-05-16T02:00,61.9,31.9,32.5,21.2,54.0,503.0
2023-05-16T03:00,66.6,32.4,37.8,24.6,60.0,565.0
2023-05-16T04:00,70.1,36.3,32.7,24.1,85.0,519.0
2023-05-16T05:00,67.1,36.9,23.0,22.2,120.0,426.0
2023-05-16T06:00,61.9,34.1,12.5,19.2,156.0,317.0
2023-05-16T07:00,61.5,31.7,9.6,17.0,162.0,274.0
2023-05-16T08:00,63.6,29.7,8.8,14.6,158.0,246.0
2023-05-16T09:00,66.8,27.9,11.6,12.9,147.0,234.0
2023-05-16T10:00,67.5,27.2,17.5,14.0,136.0,244.0
2023-05-16T11:00,69.2,27.4,26.1,16.5,121.0,270.0
2023-05-16T12:00,63.1,29.3,23.7,15.0,142.0,321.0
2023-05-16T13:00,65.0,34.8,39.8,21.9,115.0,721.0
2023-05-16T14:00,81.7,47.4,62.6,31.6,76.0,1286.0
2023-05-16T15:00,92.2,54.9,84.9,41.1,37.0,1799.0
2023-05-16T16:00,94.8,56.3,87.6,42.1,31.0,1769.0
2023-05-16T17:00,92.7,54.6,83.5,40.1,35.0,1532.0
2023-05-16T18:00,89.4,52.9,75.6,37.1,43.0,1200.0
2023-05-16T19:00,87.5,52.9,69.8,35.4,46.0,1019.0
2023-05-16T20:00,87.3,53.9,62.8,33.6,48.0,842.0
2023-05-16T21:00,88.2,55.3,55.6,33.8,50.0,699.0
2023-05-16T22:00,91.3,57.7,52.5,38.3,47.0,713.0
2023-05-16T23:00,99.2,63.1,50.8,45.0,42.0,799.0
2023-05-17T00:00,80.8,49.5,37.7,31.2,57.0,556.0
2023-05-17T01:00,94.1,58.2,47.7,34.0,56.0,678.0
2023-05-17T02:00,98.3,61.7,61.7,38.0,56.0,848.0
2023-05-17T03:00,94.3,58.0,69.6,39.6,64.0,948.0
2023-05-17T04:00,92.7,56.1,57.3,34.9,84.0,807.0
2023-05-17T05:00,80.3,40.2,35.8,27.2,110.0,556.0
2023-05-17T06:00,76.8,34.3,12.7,18.4,138.0,283.0
2023-05-17T07:00,75.9,32.7,7.4,15.2,145.0,219.0
2023-05-17T08:00,74.3,31.3,7.3,13.4,145.0,215.0
2023-05-17T09:00,73.1,29.9,10.2,12.1,141.0,230.0
2023-05-17T10:00,71.9,29.0,11.9,10.1,138.0,156.0
2023-05-17T11:00,71.5,28.7,14.8,8.3,133.0,68.0
2023-05-17T12:00,64.0,26.5,27.2,18.4,116.0,276.0
2023-05-17T13:00,71.2,35.5,53.4,35.0,85.0,1024.0
2023-05-17T14:00,105.5,58.0,90.5,58.4,42.0,2076.0
2023-05-17T15:00,137.8,79.6,123.3,76.6,0.0,2921.0
2023-05-17T16:00,141.1,82.9,119.6,67.5,0.0,2591.0
2023-05-17T17:00,100.1,55.2,101.8,47.0,10.0,1777.0
2023-05-17T18:00,77.8,39.6,77.4,24.8,27.0,848.0
2023-05-17T19:00,70.8,35.7,65.1,21.2,34.0,614.0
2023-05-17T20:00,72.4,37.8,53.7,22.8,40.0,552.0
2023-05-17T21:00,78.7,42.5,42.2,25.5,45.0,532.0
2023-05-17T22:00,81.3,44.6,37.9,25.4,46.0,505.0
2023-05-17T23:00,79.9,44.2,36.5,25.2,44.0,508.0
2023-05-18T00:00,63.6,32.1,19.3,20.7,81.0,317.0
2023-05-18T01:00,62.4,32.8,25.7,24.0,79.0,386.0
2023-05-18T02:00,62.6,34.0,34.7,28.7,75.0,482.0
2023-05-18T03:00,61.5,34.7,41.4,33.3,78.0,555.0
2023-05-18T04:00,65.4,37.1,37.6,34.3,91.0,517.0
2023-05-18T05:00,66.4,30.9,29.3,33.9,109.0,431.0
2023-05-18T06:00,71.9,30.4,19.2,31.3,130.0,326.0
2023-05-18T07:00,71.7,29.9,14.7,26.6,139.0,282.0
2023-05-18T08:00,65.7,27.3,11.3,20.2,145.0,250.0
2023-05-18T09:00,61.7,25.3,9.9,13.8,146.0,225.0
2023-05-18T10:00,59.8,24.0,11.8,12.5,141.0,204.0
2023-05-18T11:00,60.3,23.6,15.9,12.9,131.0,191.0
2023-05-18T12:00,58.2,21.9,22.1,17.8,115.0,251.0
2023-05-18T13:00,57.0,23.2,31.8,21.1,99.0,379.0
2023-05-18T14:00,57.9,26.5,45.5,25.7,76.0,560.0
2023-05-18T15:00,62.2,30.0,58.8,30.3,53.0,736.0
2023-05-18T16:00,66.1,32.9,60.5,31.1,49.0,758.0
2023-05-18T17:00,68.2,34.7,58.1,30.5,51.0,726.0
2023-05-18T18:00,66.4,34.6,52.0,28.9,56.0,654.0
2023-05-18T19:00,62.6,33.8,45.0,27.2,61.0,584.0
2023-05-18T20:00,60.1,33.8,35.8,24.9,68.0,495.0
2023-05-18T21:00,58.9,34.2,26.8,22.7,74.0,411.0
2023-05-18T22:00,58.3,34.7,24.9,22.6,73.0,399.0
2023-05-18T23:00,58.2,35.0,25.5,23.2,69.0,415.0
2023-05-19T00:00,68.2,41.4,33.8,25.2,50.0,519.0
2023-05-19T01:00,70.3,42.8,35.8,26.0,55.0,536.0
2023-05-19T02:00,70.5,42.4,38.4,27.0,61.0,559.0
2023-05-19T03:00,65.7,38.8,38.0,27.1,79.0,556.0
2023-05-19T04:00,60.8,35.5,31.2,25.1,105.0,501.0
2023-05-19T05:00,63.1,35.7,21.0,21.9,138.0,418.0
2023-05-19T06:00,65.7,36.2,10.3,18.2,171.0,327.0
2023-05-19T07:00,66.8,35.6,7.7,16.4,179.0,297.0
2023-05-19T08:00,67.8,34.7,7.6,15.1,178.0,283.0
2023-05-19T09:00,68.9,33.4,9.8,14.2,170.0,278.0
2023-05-19T10:00,69.8,32.4,12.1,14.1,159.0,262.0
2023-05-19T11:00,69.8,31.0,15.7,14.6,143.0,248.0
2023-05-19T12:00,58.3,25.4,14.8,25.5,158.0,282.0
2023-05-19T13:00,60.3,28.7,22.3,29.5,140.0,335.0
2023-05-19T14:00,65.9,35.0,33.0,35.2,113.0,409.0
2023-05-19T15:00,73.1,40.0,43.7,40.9,85.0,485.0
2023-05-19T16:00,76.1,42.3,45.1,41.6,77.0,497.0
2023-05-19T17:00,77.3,43.5,43.4,40.7,74.0,488.0
2023-05-19T18:00,78.2,44.9,41.0,40.3,71.0,480.0
2023-05-19T19:00,79.9,46.7,41.0,42.2,66.0,490.0
2023-05-19T20:00,82.7,49.2,41.3,44.9,60.0,504.0
2023-05-19T21:00,86.1,52.7,41.5,48.1,53.0,528.0
2023-05-19T22:00,88.9,55.6,41.4,49.9,47.0,554.0
2023-05-19T23:00,88.7,56.5,41.0,51.5,40.0,585.0
2023-05-20T00:00,73.8,45.6,32.4,38.8,57.0,458.0
2023-05-20T01:00,76.8,48.0,31.0,37.1,64.0,464.0
2023-05-20T02:00,78.7,49.5,28.8,34.6,73.0,472.0
2023-05-20T03:00,75.4,46.1,25.1,31.6,92.0,463.0
2023-05-20T04:00,69.8,42.7,20.7,29.3,115.0,424.0
2023-05-20T05:00,52.4,31.3,15.5,27.0,143.0,368.0
2023-05-20T06:00,48.8,29.0,11.3,26.9,170.0,314.0
2023-05-20T07:00,46.6,27.4,12.7,32.1,174.0,313.0
2023-05-20T08:00,44.9,25.5,16.5,40.0,168.0,331.0
2023-05-20T09:00,43.9,23.5,20.2,45.8,160.0,343.0
2023-05-20T10:00,43.9,21.7,18.3,41.0,159.0,314.0
2023-05-20T11:00,44.4,20.1,14.6,31.9,158.0,269.0
2023-05-20T12:00,33.1,15.8,15.4,22.7,150.0,271.0
2023-05-20T13:00,39.1,19.6,26.6,26.7,128.0,349.0
2023-05-20T14:00,49.6,27.9,42.7,32.3,97.0,460.0
2023-05-20T15:00,65.9,38.5,62.1,39.9,60.0,600.0
2023-05-20T16:00,80.1,47.6,72.7,44.1,41.0,678.0
2023-05-20T17:00,92.9,55.8,81.7,48.0,27.0,747.0
2023-05-20T18:00,103.8,62.4,88.3,55.0,14.0,828.0
2023-05-20T19:00,114.1,68.2,86.6,63.4,11.0,877.0
2023-05-20T20:00,126.2,76.6,80.8,73.4,14.0,919.0
2023-05-20T21:00,138.3,85.4,74.9,85.0,16.0,976.0
2023-05-20T22:00,138.8,88.7,76.6,92.6,11.0,1048.0
2023-05-20T23:00,125.3,81.5,80.7,99.3,5.0,1130.0
2023-05-21T00:00,90.6,58.8,58.7,72.1,22.0,666.0
2023-05-21T01:00,110.6,71.7,57.2,72.8,30.0,683.0
2023-05-21T02:00,107.1,68.7,55.0,73.5,42.0,707.0
2023-05-21T03:00,92.4,58.0,48.6,69.9,65.0,688.0
2023-05-21T04:00,70.1,41.0,38.3,59.2,95.0,594.0
2023-05-21T05:00,57.5,32.4,25.1,44.5,131.0,457.0
2023-05-21T06:00,49.7,27.7,12.7,31.1,165.0,316.0
2023-05-21T07:00,45.8,24.7,12.1,32.6,168.0,290.0
2023-05-21T08:00,43.5,22.4,15.9,39.6,160.0,300.0
2023-05-21T09:00,43.0,21.0,20.8,46.4,147.0,317.0
2023-05-21T10:00,43.8,20.5,20.3,44.0,143.0,302.0
2023-05-21T11:00,44.9,20.1,18.8,38.7,139.0,282.0
2023-05-21T12:00,26.3,15.8,34.9,16.6,126.0,344.0
2023-05-21T13:00,36.9,23.6,48.0,20.9,104.0,612.0
2023-05-21T14:00,51.7,34.1,66.7,27.3,74.0,998.0
2023-05-21T15:00,64.7,43.2,86.3,40.0,40.0,1553.0
2023-05-21T16:00,76.4,51.3,90.9,56.7,30.0,2028.0
2023-05-21T17:00,92.2,61.9,90.9,77.1,26.0,2542.0
2023-05-21T18:00,111.3,74.7,90.7,93.6,22.0,2942.0
2023-05-21T19:00,120.6,79.9,94.7,89.4,15.0,2858.0
2023-05-21T20:00,110.4,72.2,99.6,76.4,8.0,2554.0
2023-05-21T21:00,99.2,65.2,99.8,57.8,2.0,2051.0
2023-05-21T22:00,88.9,57.3,90.6,46.0,3.0,1630.0
2023-05-21T23:00,74.7,45.5,76.2,34.0,8.0,1147.0
2023-05-22T00:00,46.1,17.5,11.1,9.4,69.0,232.0
2023-05-22T01:00,47.0,17.6,16.3,11.1,65.0,281.0
2023-05-22T02:00,49.0,20.1,23.5,13.6,58.0,349.0
2023-05-22T03:00,51.3,18.9,28.8,16.0,60.0,401.0
2023-05-22T04:00,52.9,19.0,25.2,16.3,77.0,371.0
2023-05-22T05:00,58.4,21.3,17.9,15.8,103.0,306.0
2023-05-22T06:00,66.4,23.5,10.1,14.9,129.0,234.0
2023-05-22T07:00,73.3,24.6,7.9,13.9,136.0,214.0
2023-05-22T08:00,76.8,24.9,7.3,12.6,136.0,208.0
2023-05-22T09:00,76.6,24.3,11.1,12.2,129.0,225.0
2023-05-22T10:00,71.7,23.2,19.7,13.6,117.0,249.0
2023-05-22T11:00,62.9,22.6,31.8,15.9,101.0,286.0
2023-05-22T12:00,48.2,19.4,29.0,15.0,111.0,313.0
2023-05-22T13:00,53.9,27.6,39.5,26.3,92.0,805.0
2023-05-22T14:00,75.7,43.3,54.4,42.5,66.0,1503.0
2023-05-22T15:00,97.6,57.9,68.8,60.9,38.0,2256.0
2023-05-22T16:00,109.7,65.2,70.2,68.2,31.0,2491.0
2023-05-22T17:00,114.8,67.3,66.9,72.7,29.0,2570.0
2023-05-22T18:00,121.1,70.1,61.6,76.7,29.0,2566.0
2023-05-22T19:00,129.9,75.0,58.6,80.1,26.0,2523.0
2023-05-22T20:00,138.3,80.1,55.2,82.6,24.0,2417.0
2023-05-22T21:00,139.7,82.4,52.0,80.3,21.0,2187.0
2023-05-22T22:00,139.2,82.7,51.0,70.7,18.0,1906.0
2023-05-22T23:00,116.6,69.8,50.9,56.6,15.0,1556.0
2023-05-23T00:00,71.9,39.2,40.5,22.8,32.0,537.0
2023-05-23T01:00,62.4,32.9,38.9,21.4,38.0,523.0
2023-05-23T02:00,56.8,31.1,36.5,19.5,46.0,502.0
2023-05-23T03:00,47.8,21.7,31.7,17.3,60.0,455.0
2023-05-23T04:00,44.4,17.2,25.7,16.5,75.0,391.0
2023-05-23T05:00,48.0,16.8,18.3,16.2,93.0,310.0
2023-05-23T06:00,56.7,19.2,11.0,15.5,112.0,228.0
2023-05-23T07:00,63.8,21.3,9.0,14.4,120.0,207.0
2023-05-23T08:00,65.9,21.7,9.0,13.0,125.0,208.0
2023-05-23T09:00,67.8,21.9,11.9,12.1,124.0,224.0
2023-05-23T10:00,77.3,22.5,17.0,12.4,114.0,228.0
2023-05-23T11:00,73.1,21.8,24.3,13.4,98.0,237.0
2023-05-23T12:00,65.9,22.9,30.6,17.9,91.0,317.0
2023-05-23T13:00,61.9,26.0,38.1,20.9,77.0,507.0
2023-05-23T14:00,62.2,30.7,48.7,25.1,56.0,774.0
2023-05-23T15:00,67.1,35.4,58.3,28.5,35.0,1013.0
2023-05-23T16:00,69.4,37.8,58.0,27.1,29.0,993.0
2023-05-23T17:00,65.7,35.7,53.9,23.8,29.0,872.0
2023-05-23T18:00,58.6,30.9,47.3,20.0,30.0,696.0
2023-05-23T19:00,54.1,27.4,42.5,18.8,31.0,583.0
2023-05-23T20:00,53.8,27.1,37.1,18.3,34.0,464.0
2023-05-23T21:00,56.2,29.0,32.1,18.9,35.0,365.0
2023-05-23T22:00,59.8,32.0,31.2,20.8,32.0,372.0
2023-05-23T23:00,63.6,35.2,31.9,23.7,27.0,426.0
2023-05-24T00:00,72.4,40.7,36.9,36.8,32.0,533.0
2023-05-24T01:00,79.2,45.6,40.2,39.7,37.0,568.0
2023-05-24T02:00,76.4,43.5,44.9,43.8,43.0,618.0
2023-05-24T03:00,73.1,40.7,47.3,48.7,60.0,645.0
2023-05-24T04:00,77.3,43.2,43.0,51.8,82.0,603.0
2023-05-24T05:00,78.9,43.0,35.5,54.6,110.0,529.0
2023-05-24T06:00,84.3,46.3,26.3,54.9,143.0,439.0
2023-05-24T07:00,92.4,50.6,20.8,50.8,163.0,397.0
2023-05-24T08:00,97.1,52.3,15.9,44.1,181.0,364.0
2023-05-24T09:00,95.5,49.8,14.7,34.9,185.0,338.0
2023-05-24T10:00,89.9,43.2,20.2,28.0,164.0,320.0
2023-05-24T11:00,104.3,47.4,29.8,20.8,128.0,311.0
2023-05-24T12:00,56.9,36.3,91.5,47.4,40.0,827.0
2023-05-24T13:00,67.8,42.3,100.4,52.5,30.0,1055.0
2023-05-24T14:00,76.8,48.5,113.0,59.8,16.0,1376.0
2023-05-24T15:00,87.5,57.0,123.0,66.9,3.0,1662.0
2023-05-24T16:00,81.0,53.7,119.2,67.7,2.0,1635.0
2023-05-24T17:00,75.9,50.6,109.6,66.4,5.0,1488.0
2023-05-24T18:00,71.2,47.7,97.5,63.9,10.0,1272.0
2023-05-24T19:00,66.8,44.7,92.4,62.2,13.0,1139.0
2023-05-24T20:00,65.7,44.0,88.4,60.1,15.0,1002.0
2023-05-24T21:00,67.8,45.4,83.6,58.2,18.0,871.0
2023-05-24T22:00,71.7,47.8,80.1,58.1,17.0,850.0
2023-05-24T23:00,77.1,51.3,76.8,58.8,15.0,872.0
2023-05-25T00:00,115.9,77.5,92.0,85.5,2.0,1560.0
2023-05-25T01:00,110.1,73.1,84.9,93.6,18.0,1368.0
2023-05-25T02:00,104.8,66.1,74.6,104.9,42.0,1094.0
2023-05-25T03:00,88.0,51.1,59.2,108.7,78.0,773.0
2023-05-25T04:00,84.5,46.1,46.0,93.3,110.0,630.0
2023-05-25T05:00,91.0,48.9,31.6,68.4,145.0,530.0
2023-05-25T06:00,96.4,51.6,16.9,40.0,181.0,431.0
2023-05-25T07:00,96.9,51.0,11.8,29.7,193.0,376.0
2023-05-25T08:00,94.5,49.0,10.1,24.0,196.0,342.0
2023-05-25T09:00,91.3,46.3,11.5,20.1,192.0,320.0
2023-05-25T10:00,88.2,44.1,13.3,17.7,184.0,244.0
2023-05-25T11:00,86.4,43.1,16.8,17.2,172.0,161.0
2023-05-25T12:00,80.3,43.3,43.2,15.6,122.0,386.0
2023-05-25T13:00,80.1,44.5,55.2,22.0,104.0,506.0
2023-05-25T14:00,80.1,47.7,72.4,31.3,78.0,679.0
2023-05-25T15:00,86.4,53.9,93.5,43.8,48.0,897.0
2023-05-25T16:00,97.1,61.9,105.1,52.8,33.0,1034.0
2023-05-25T17:00,101.7,65.9,115.1,61.9,22.0,1160.0
2023-05-25T18:00,106.6,69.4,123.8,70.4,11.0,1259.0
2023-05-25T19:00,110.6,71.9,125.8,71.9,7.0,1240.0
2023-05-25T20:00,113.2,73.6,124.7,70.5,6.0,1167.0
2023-05-25T21:00,116.9,76.1,119.8,68.1,6.0,1082.0
2023-05-25T22:00,124.3,80.6,113.7,66.6,5.0,1077.0
2023-05-25T23:00,127.6,83.6,105.5,64.7,5.0,1091.0
2023-05-26T00:00,129.5,81.7,75.4,73.9,19.0,1059.0
2023-05-26T01:00,133.2,82.7,70.9,73.5,34.0,1014.0
2023-05-26T02:00,125.3,75.4,64.4,72.9,57.0,949.0
2023-05-26T03:00,120.6,71.0,54.1,70.3,91.0,843.0
2023-05-26T04:00,115.9,65.9,44.4,65.7,121.0,742.0
2023-05-26T05:00,116.6,64.7,33.4,59.6,153.0,626.0
2023-05-26T06:00,111.1,62.9,22.0,52.5,189.0,505.0
2023-05-26T07:00,111.3,64.0,17.9,49.0,205.0,463.0
2023-05-26T08:00,111.8,64.0,16.4,46.4,214.0,447.0
