latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
28.599998,77.20001,217.0,0,GMT,GMT

time,pm10 (μg/m³),pm2_5 (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),carbon_monoxide (μg/m³)
2022-09-01T08:00,59.6,27.5,9.2,19.2,139.0,246.0
2022-09-01T09:00,59.5,26.2,12.2,17.5,132.0,256.0
2022-09-01T10:00,59.4,24.7,19.5,17.1,118.0,242.0
2022-09-01T11:00,58.1,23.7,30.2,17.5,96.0,238.0
2022-09-01T12:00,67.5,34.5,38.1,74.6,93.0,468.0
2022-09-01T13:00,81.5,45.3,42.8,87.4,80.0,605.0
2022-09-01T14:00,112.7,66.4,49.6,105.4,61.0,801.0
2022-09-01T15:00,144.4,88.5,56.4,122.7,40.0,1026.0
2022-09-01T16:00,161.6,101.0,57.0,122.1,33.0,1115.0
2022-09-01T17:00,163.0,102.4,55.5,115.1,30.0,1170.0
2022-09-01T18:00,172.8,109.0,55.3,110.3,25.0,1242.0
2022-09-01T19:00,183.9,117.1,59.3,117.2,17.0,1320.0
2022-09-01T20:00,192.3,123.9,65.0,128.5,9.0,1403.0
2022-09-01T21:00,198.4,128.1,70.0,141.5,0.0,1492.0
2022-09-01T22:00,201.6,130.9,68.8,147.4,-3.0,1541.0
2022-09-01T23:00,204.4,133.2,65.2,151.6,-4.0,1576.0
2022-09-02T00:00,108.0,70.1,52.8,89.7,4.0,1004.0
2022-09-02T01:00,93.1,60.1,47.1,77.9,12.0,901.0
2022-09-02T02:00,86.1,55.6,38.9,61.2,25.0,754.0
2022-09-02T03:00,70.5,43.7,29.0,43.8,48.0,579.0
2022-09-02T04:00,67.1,39.3,23.2,38.8,75.0,491.0
2022-09-02T05:00,68.7,38.1,18.3,37.8,108.0,422.0
2022-09-02T06:00,68.2,36.4,15.6,41.5,142.0,371.0
2022-09-02T07:00,66.6,35.9,18.0,49.3,152.0,376.0
2022-09-02T08:00,68.7,37.7,23.1,60.8,155.0,411.0
2022-09-02T09:00,72.2,40.3,31.4,75.6,149.0,466.0
2022-09-02T10:00,71.2,39.5,37.8,83.5,138.0,493.0
2022-09-02T11:00,68.2,37.0,44.8,90.5,120.0,520.0
2022-09-02T12:00,63.1,35.3,54.5,27.5,89.0,505.0
2022-09-02T13:00,76.1,45.5,57.8,37.3,76.0,1003.0
2022-09-02T14:00,96.6,59.4,62.5,51.5,58.0,1716.0
2022-09-02T15:00,122.0,76.1,67.9,70.2,37.0,2635.0
2022-09-02T16:00,149.5,94.5,70.3,84.6,28.0,3262.0
2022-09-02T17:00,172.3,109.9,71.9,99.2,21.0,3868.0
2022-09-02T18:00,183.0,116.9,72.7,108.1,14.0,4280.0
2022-09-02T19:00,181.1,115.7,72.2,100.2,9.0,4071.0
2022-09-02T20:00,166.2,107.3,70.9,83.8,6.0,3556.0
2022-09-02T21:00,143.0,92.2,68.2,62.8,3.0,2826.0
2022-09-02T22:00,128.5,82.9,65.4,52.2,2.0,2367.0
2022-09-02T23:00,111.5,71.7,62.1,42.8,1.0,1902.0
2022-09-03T00:00,85.4,54.1,59.7,29.3,5.0,1141.0
2022-09-03T01:00,71.0,43.9,52.5,26.5,12.0,1011.0
2022-09-03T02:00,64.7,39.7,42.2,22.4,22.0,825.0
2022-09-03T03:00,53.4,29.7,29.9,18.7,41.0,597.0
2022-09-03T04:00,48.7,25.5,23.5,19.1,62.0,475.0
2022-09-03T05:00,50.2,25.1,18.2,21.1,86.0,373.0
2022-09-03T06:00,50.9,23.9,13.5,22.6,112.0,277.0
2022-09-03T07:00,50.2,22.6,11.1,21.0,122.0,241.0
2022-09-03T08:00,51.7,22.5,10.0,18.1,127.0,233.0
2022-09-03T09:00,52.0,21.7,12.7,15.6,124.0,255.0
2022-09-03T10:00,51.1,20.5,20.3,15.8,111.0,277.0
2022-09-03T11:00,48.9,19.6,31.2,17.0,90.0,315.0
2022-09-03T12:00,50.9,23.6,41.9,20.4,66.0,441.0
2022-09-03T13:00,61.7,33.3,47.0,33.3,57.0,1053.0
2022-09-03T14:00,88.2,51.5,54.4,51.7,44.0,1922.0
2022-09-03T15:00,115.9,70.1,63.0,70.5,28.0,2842.0
2022-09-03T16:00,130.4,78.9,67.8,74.6,18.0,3108.0
2022-09-03T17:00,130.4,78.7,71.7,73.7,8.0,3170.0
2022-09-03T18:00,137.8,83.6,73.1,69.4,0.0,3078.0
2022-09-03T19:00,131.8,81.5,69.2,64.8,-1.0,2895.0
2022-09-03T20:00,118.3,73.3,62.4,58.3,1.0,2601.0
2022-09-03T21:00,108.5,67.1,54.3,49.3,4.0,2174.0
2022-09-03T22:00,96.2,58.8,51.5,43.0,4.0,1851.0
2022-09-03T23:00,82.4,49.5,49.9,36.7,4.0,1509.0
2022-09-04T00:00,73.3,43.4,50.8,28.8,6.0,1037.0
2022-09-04T01:00,61.0,34.1,45.3,26.1,12.0,912.0
2022-09-04T02:00,57.6,32.6,37.4,22.4,21.0,733.0
2022-09-04T03:00,51.9,25.1,27.5,18.5,38.0,521.0
2022-09-04T04:00,50.3,21.4,21.6,17.7,57.0,417.0
2022-09-04T05:00,53.4,21.1,16.4,18.0,79.0,336.0
2022-09-04T06:00,56.5,21.8,11.8,18.4,104.0,265.0
2022-09-04T07:00,59.1,23.9,9.9,17.8,117.0,238.0
2022-09-04T08:00,57.7,23.5,9.4,17.0,126.0,233.0
2022-09-04T09:00,57.6,24.2,13.6,16.8,127.0,266.0
2022-09-04T10:00,56.5,23.9,22.6,18.0,115.0,317.0
2022-09-04T11:00,53.9,23.2,35.2,20.0,94.0,391.0
2022-09-04T12:00,42.0,21.5,50.3,19.3,64.0,498.0
2022-09-04T13:00,58.7,33.3,61.0,23.1,48.0,847.0
2022-09-04T14:00,76.8,45.9,76.1,28.5,26.0,1339.0
2022-09-04T15:00,85.7,52.0,89.1,33.5,3.0,1792.0
2022-09-04T16:00,88.9,54.4,86.8,33.5,-1.0,1791.0
2022-09-04T17:00,84.8,51.9,78.6,31.8,2.0,1619.0
2022-09-04T18:00,69.8,41.8,67.2,28.8,7.0,1321.0
2022-09-04T19:00,56.7,32.4,61.4,26.4,8.0,1078.0
2022-09-04T20:00,49.2,26.3,56.0,23.5,10.0,795.0
2022-09-04T21:00,46.8,23.7,48.8,21.3,12.0,511.0
2022-09-04T22:00,47.6,23.7,42.7,22.1,14.0,440.0
2022-09-04T23:00,50.5,25.3,36.2,24.2,17.0,446.0
2022-09-05T00:00,54.6,28.1,42.2,23.1,9.0,531.0
2022-09-05T01:00,55.2,27.2,39.0,22.4,14.0,527.0
2022-09-05T02:00,58.2,29.2,34.3,21.4,22.0,520.0
2022-09-05T03:00,55.6,22.4,28.3,22.1,37.0,493.0
2022-09-05T04:00,56.3,22.6,24.5,26.4,55.0,444.0
2022-09-05T05:00,62.6,26.2,21.0,32.5,77.0,379.0
2022-09-05T06:00,65.7,28.1,17.4,37.4,104.0,310.0
2022-09-05T07:00,61.9,28.1,14.1,35.3,122.0,280.0
2022-09-05T08:00,58.0,27.4,11.0,30.5,139.0,263.0
2022-09-05T09:00,55.8,27.1,14.1,25.5,147.0,281.0
2022-09-05T10:00,55.4,27.4,26.0,24.6,135.0,275.0
2022-09-05T11:00,56.0,28.1,43.3,25.0,113.0,280.0
2022-09-05T12:00,61.7,31.4,48.7,27.0,99.0,405.0
2022-09-05T13:00,83.4,47.6,61.7,40.2,78.0,1088.0
2022-09-05T14:00,112.9,68.0,80.0,59.2,49.0,2066.0
2022-09-05T15:00,139.2,86.4,98.3,86.0,17.0,3342.0
2022-09-05T16:00,163.4,103.4,100.8,104.8,8.0,4131.0
2022-09-05T17:00,187.7,120.1,97.7,124.1,6.0,4874.0
2022-09-05T18:00,210.5,136.0,92.9,149.2,5.0,5720.0
2022-09-05T19:00,228.6,148.1,91.6,169.6,3.0,6220.0
2022-09-05T20:00,248.7,162.5,90.3,190.4,1.0,6623.0
2022-09-05T21:00,276.6,182.5,87.8,207.8,0.0,7014.0
2022-09-05T22:00,288.7,192.3,80.8,210.5,0.0,7308.0
2022-09-05T23:00,285.9,190.5,72.2,206.2,0.0,7539.0
2022-09-06T00:00,296.2,195.6,179.0,194.9,0.0,6559.0
2022-09-06T01:00,211.9,138.8,171.9,158.4,3.0,5464.0
2022-09-06T02:00,167.6,109.0,161.3,106.4,7.0,3904.0
2022-09-06T03:00,122.9,75.9,137.4,51.5,25.0,2106.0
2022-09-06T04:00,96.2,54.4,104.9,37.8,56.0,1340.0
2022-09-06T05:00,82.0,42.7,64.2,37.0,97.0,831.0
2022-09-06T06:00,71.7,35.4,22.4,37.8,141.0,393.0
2022-09-06T07:00,66.4,32.5,9.9,33.2,159.0,228.0
2022-09-06T08:00,64.3,31.5,7.4,28.5,170.0,217.0
2022-09-06T09:00,62.2,30.7,13.6,24.5,168.0,282.0
2022-09-06T10:00,61.2,30.5,26.8,23.5,150.0,301.0
2022-09-06T11:00,61.7,31.1,46.7,24.0,120.0,350.0
2022-09-06T12:00,58.4,31.7,57.7,26.5,94.0,480.0
2022-09-06T13:00,77.3,45.8,67.4,37.2,77.0,1049.0
2022-09-06T14:00,99.7,61.5,81.3,52.5,53.0,1863.0
2022-09-06T15:00,122.0,76.8,95.1,73.4,27.0,2853.0
2022-09-06T16:00,138.8,88.5,96.8,87.6,20.0,3364.0
2022-09-06T17:00,154.6,98.7,94.3,101.6,18.0,3784.0
2022-09-06T18:00,169.5,108.3,91.2,120.3,17.0,4215.0
2022-09-06T19:00,183.0,116.6,91.3,133.8,13.0,4385.0
2022-09-06T20:00,200.7,128.5,92.2,146.9,9.0,4456.0
2022-09-06T21:00,220.7,142.0,93.0,166.8,4.0,4674.0
2022-09-06T22:00,244.9,158.3,88.7,190.8,1.0,5182.0
2022-09-06T23:00,270.1,176.0,82.9,218.2,0.0,5833.0
2022-09-07T00:00,198.4,126.2,113.9,118.8,16.0,2958.0
2022-09-07T01:00,203.5,130.9,114.9,107.4,23.0,2628.0
2022-09-07T02:00,176.5,112.7,116.1,91.2,34.0,2156.0
2022-09-07T03:00,126.2,76.4,107.7,71.7,57.0,1547.0
2022-09-07T04:00,100.6,57.7,85.9,62.2,86.0,1164.0
2022-09-07T05:00,85.2,46.9,55.9,54.8,121.0,804.0
2022-09-07T06:00,75.0,40.3,24.0,46.1,160.0,451.0
2022-09-07T07:00,69.6,37.1,13.9,39.3,177.0,334.0
2022-09-07T08:00,66.6,35.6,10.5,33.0,187.0,311.0
2022-09-07T09:00,64.7,34.7,13.4,27.0,187.0,326.0
2022-09-07T10:00,63.8,34.0,21.7,24.9,174.0,292.0
2022-09-07T11:00,64.5,34.5,34.9,24.5,152.0,267.0
2022-09-07T12:00,70.1,38.9,49.3,26.9,117.0,428.0
2022-09-07T13:00,81.5,48.7,57.3,29.2,99.0,660.0
2022-09-07T14:00,92.7,57.0,68.6,32.8,73.0,994.0
2022-09-07T15:00,94.5,58.0,81.1,41.3,43.0,1454.0
2022-09-07T16:00,101.3,62.2,85.8,53.5,31.0,1798.0
2022-09-07T17:00,121.1,73.8,88.4,68.8,24.0,2152.0
2022-09-07T18:00,143.4,87.8,88.8,84.7,17.0,2478.0
2022-09-07T19:00,164.4,101.5,86.5,89.8,14.0,2542.0
2022-09-07T20:00,179.3,111.8,82.2,91.2,13.0,2497.0
2022-09-07T21:00,169.5,107.1,75.6,88.6,13.0,2344.0
2022-09-07T22:00,154.6,98.7,69.1,81.8,13.0,2147.0
2022-09-07T23:00,147.6,95.2,61.6,71.7,15.0,1885.0
2022-09-08T00:00,148.5,96.4,58.7,60.3,19.0,1607.0
2022-09-08T01:00,161.6,105.0,69.8,55.7,22.0,1556.0
2022-09-08T02:00,164.8,107.6,87.4,53.0,27.0,1575.0
2022-09-08T03:00,145.8,94.1,97.9,52.7,46.0,1502.0
2022-09-08T04:00,115.0,72.2,83.0,57.2,80.0,1249.0
2022-09-08T05:00,96.4,57.2,56.7,64.4,125.0,904.0
2022-09-08T06:00,88.0,50.6,27.5,69.3,177.0,541.0
2022-09-08T07:00,81.0,46.8,18.4,64.3,202.0,443.0
2022-09-08T08:00,78.0,45.6,14.6,55.0,219.0,429.0
2022-09-08T09:00,75.9,44.9,16.6,44.9,228.0,449.0
2022-09-08T10:00,72.9,43.7,22.9,41.8,222.0,405.0
2022-09-08T11:00,71.7,43.4,33.5,40.7,206.0,363.0
2022-09-08T12:00,75.2,46.3,44.3,39.5,162.0,481.0
2022-09-08T13:00,110.8,72.4,63.0,52.4,131.0,1135.0
2022-09-08T14:00,144.4,95.9,89.6,70.9,86.0,2073.0
2022-09-08T15:00,167.2,112.5,119.6,96.6,36.0,3320.0
2022-09-08T16:00,190.9,129.5,131.9,117.1,17.0,4212.0
2022-09-08T17:00,221.2,150.4,139.4,138.6,7.0,5103.0
2022-09-08T18:00,246.8,168.1,143.7,155.2,0.0,5816.0
2022-09-08T19:00,259.8,177.4,142.1,151.9,0.0,5770.0
2022-09-08T20:00,266.4,182.1,136.8,139.4,0.0,5369.0
2022-09-08T21:00,241.2,165.3,128.6,118.1,0.0,4577.0
2022-09-08T22:00,203.5,139.2,124.1,98.9,0.0,3768.0
2022-09-08T23:00,175.6,120.1,119.5,76.7,0.0,2777.0
2022-09-09T00:00,166.2,114.3,90.1,59.2,16.0,2018.0
2022-09-09T01:00,161.6,110.8,93.5,60.2,20.0,1872.0
2022-09-09T02:00,158.3,109.0,98.1,61.5,25.0,1662.0
2022-09-09T03:00,138.3,94.3,95.0,63.0,47.0,1357.0
2022-09-09T04:00,112.7,75.9,77.9,63.8,84.0,1110.0
2022-09-09T05:00,88.2,57.6,53.0,64.6,132.0,845.0
2022-09-09T06:00,80.3,52.2,26.2,63.5,187.0,578.0
2022-09-09T07:00,78.7,51.2,18.2,59.5,211.0,497.0
2022-09-09T08:00,80.1,52.5,15.9,53.7,227.0,483.0
2022-09-09T09:00,79.2,52.2,18.0,48.2,235.0,493.0
2022-09-09T10:00,78.0,51.5,21.5,47.8,233.0,460.0
2022-09-09T11:00,77.1,51.1,27.7,49.5,222.0,430.0
2022-09-09T12:00,100.6,67.1,46.8,56.0,211.0,607.0
2022-09-09T13:00,143.9,97.8,76.4,63.8,164.0,1257.0
2022-09-09T14:00,182.1,124.8,118.4,74.9,96.0,2176.0
2022-09-09T15:00,191.4,131.8,160.1,84.8,24.0,3048.0
2022-09-09T16:00,180.7,125.3,166.4,83.7,4.0,3094.0
2022-09-09T17:00,168.6,116.6,160.3,78.3,0.0,2838.0
2022-09-09T18:00,153.7,106.4,147.9,70.8,0.0,2411.0
2022-09-09T19:00,139.7,96.9,139.6,67.3,0.0,2133.0
2022-09-09T20:00,126.7,87.5,129.4,64.2,0.0,1818.0
2022-09-09T21:00,116.6,81.0,114.6,59.4,1.0,1435.0
2022-09-09T22:00,113.6,78.7,102.8,54.6,5.0,1202.0
2022-09-09T23:00,110.1,76.1,90.2,49.2,10.0,997.0
2022-09-10T00:00,87.1,59.1,69.5,43.0,23.0,746.0
2022-09-10T01:00,84.1,57.0,64.1,45.2,29.0,741.0
2022-09-10T02:00,75.9,51.1,56.3,48.2,39.0,734.0
2022-09-10T03:00,68.9,46.3,46.0,51.6,58.0,704.0
2022-09-10T04:00,65.4,43.8,39.1,53.0,79.0,650.0
2022-09-10T05:00,64.5,43.2,32.4,53.8,105.0,580.0
2022-09-10T06:00,65.7,44.2,25.5,53.8,139.0,507.0
2022-09-10T07:00,70.3,47.5,21.9,51.8,163.0,486.0
2022-09-10T08:00,68.5,46.3,19.5,48.9,186.0,482.0
2022-09-10T09:00,68.5,46.3,20.7,47.3,206.0,495.0
2022-09-10T10:00,69.6,46.9,23.5,49.1,213.0,446.0
2022-09-10T11:00,70.8,47.8,28.8,52.7,213.0,388.0
2022-09-10T12:00,65.4,44.4,43.2,47.0,163.0,517.0
2022-09-10T13:00,93.4,64.5,72.0,55.3,121.0,1110.0
2022-09-10T14:00,121.1,84.1,112.8,66.9,62.0,1948.0
2022-09-10T15:00,142.5,98.7,151.7,77.1,1.0,2721.0
2022-09-10T16:00,143.0,99.2,153.6,75.8,0.0,2712.0
2022-09-10T17:00,129.0,89.4,142.2,69.8,0.0,2409.0
2022-09-10T18:00,113.2,78.5,124.9,61.5,0.0,1946.0
2022-09-10T19:00,99.7,68.9,117.3,57.2,0.0,1665.0
2022-09-10T20:00,91.5,63.3,109.8,53.0,0.0,1366.0
2022-09-10T21:00,87.1,60.5,96.7,47.5,1.0,1027.0
2022-09-10T22:00,83.6,57.7,81.1,43.3,10.0,854.0
2022-09-10T23:00,79.4,54.8,62.6,39.2,22.0,727.0
2022-09-11T00:00,81.7,56.6,60.7,39.4,20.0,758.0
2022-09-11T01:00,84.3,58.7,56.8,41.2,26.0,746.0
2022-09-11T02:00,72.6,50.2,51.2,43.8,34.0,727.0
2022-09-11T03:00,63.6,43.5,43.1,47.0,52.0,682.0
2022-09-11T04:00,56.2,38.2,36.5,49.2,72.0,618.0
2022-09-11T05:00,57.0,38.3,29.4,51.1,98.0,537.0
2022-09-11T06:00,56.8,37.7,21.8,51.8,129.0,450.0
2022-09-11T07:00,56.2,37.3,18.0,49.3,150.0,420.0
2022-09-11T08:00,54.1,35.9,15.6,45.1,170.0,408.0
2022-09-11T09:00,53.2,35.5,16.5,41.3,185.0,409.0
2022-09-11T10:00,53.0,35.5,21.2,41.9,184.0,399.0
2022-09-11T11:00,53.2,35.9,28.9,44.2,176.0,394.0
2022-09-11T12:00,43.0,29.3,38.8,39.3,139.0,452.0
2022-09-11T13:00,51.0,35.2,48.6,40.7,116.0,661.0
2022-09-11T14:00,58.2,40.5,62.4,42.7,83.0,959.0
2022-09-11T15:00,62.2,43.3,76.6,45.5,46.0,1310.0
2022-09-11T16:00,68.2,47.6,79.8,47.9,32.0,1490.0
2022-09-11T17:00,73.3,51.1,79.2,50.5,24.0,1632.0
2022-09-11T18:00,76.1,53.1,76.4,51.9,18.0,1699.0
2022-09-11T19:00,75.4,52.6,73.0,50.0,16.0,1599.0
2022-09-11T20:00,73.1,51.1,68.2,46.5,16.0,1405.0
2022-09-11T21:00,70.8,49.4,62.9,42.8,16.0,1171.0
2022-09-11T22:00,69.2,48.2,61.5,41.7,13.0,1072.0
2022-09-11T23:00,69.6,48.4,61.1,41.4,10.0,1000.0
2022-09-12T00:00,79.9,55.8,66.9,43.4,9.0,1083.0
2022-09-12T01:00,91.3,63.8,64.9,46.3,20.0,1060.0
2022-09-12T02:00,91.5,63.8,62.0,50.5,36.0,1025.0
2022-09-12T03:00,73.6,51.1,55.2,54.5,61.0,939.0
2022-09-12T04:00,60.3,41.7,46.0,54.6,84.0,816.0
2022-09-12T05:00,53.9,37.5,34.5,53.3,111.0,661.0
2022-09-12T06:00,54.4,37.8,22.4,51.0,143.0,500.0
2022-09-12T07:00,53.3,37.0,17.9,48.8,164.0,455.0
2022-09-12T08:00,53.1,36.8,15.9,46.0,183.0,448.0
2022-09-12T09:00,52.2,36.2,17.7,43.9,198.0,461.0
2022-09-12T10:00,51.3,35.6,21.9,44.7,200.0,423.0
2022-09-12T11:00,52.3,36.3,28.7,46.8,196.0,383.0
2022-09-12T12:00,45.2,31.2,39.2,35.8,130.0,470.0
2022-09-12T13:00,61.5,42.8,54.8,44.0,104.0,983.0
2022-09-12T14:00,84.1,58.7,77.1,55.5,67.0,1712.0
2022-09-12T15:00,100.1,70.1,100.1,67.4,26.0,2503.0
2022-09-12T16:00,111.8,78.2,105.7,70.8,12.0,2799.0
2022-09-12T17:00,120.1,84.1,105.5,71.5,5.0,2949.0
2022-09-12T18:00,123.4,86.4,102.1,68.4,0.0,2869.0
2022-09-12T19:00,107.3,74.5,98.9,61.4,0.0,2485.0
2022-09-12T20:00,91.0,62.2,94.0,51.4,0.0,1891.0
2022-09-12T21:00,76.8,51.3,84.6,41.3,0.0,1198.0
2022-09-12T22:00,62.9,41.0,73.7,39.3,3.0,907.0
2022-09-12T23:00,50.9,32.9,60.5,40.0,7.0,711.0
2022-09-13T00:00,28.3,18.2,20.7,34.8,36.0,333.0
2022-09-13T01:00,31.5,20.6,23.2,38.0,35.0,375.0
2022-09-13T02:00,29.3,19.2,26.6,42.4,34.0,435.0
2022-09-13T03:00,27.0,17.5,29.0,45.7,38.0,480.0
2022-09-13T04:00,28.9,18.7,27.1,43.8,50.0,457.0
2022-09-13T05:00,33.3,21.2,23.3,39.8,68.0,405.0
2022-09-13T06:00,34.7,21.5,18.5,34.0,90.0,342.0
2022-09-13T07:00,33.8,20.7,15.6,30.0,106.0,316.0
2022-09-13T08:00,33.6,20.8,12.9,25.9,121.0,297.0
2022-09-13T09:00,34.2,21.4,12.9,22.2,131.0,290.0
2022-09-13T10:00,32.2,20.7,17.4,21.7,127.0,290.0
2022-09-13T11:00,31.2,20.5,24.5,22.5,115.0,299.0
2022-09-13T12:00,26.0,16.9,32.7,20.2,78.0,354.0
2022-09-13T13:00,31.5,20.8,39.8,24.5,66.0,485.0
2022-09-13T14:00,39.1,26.5,50.0,30.8,49.0,671.0
2022-09-13T15:00,42.3,28.7,61.5,38.0,30.0,866.0
2022-09-13T16:00,44.6,30.4,66.4,41.5,23.0,923.0
2022-09-13T17:00,46.6,31.9,69.7,44.2,19.0,937.0
2022-09-13T18:00,47.5,32.6,69.4,45.2,17.0,900.0
2022-09-13T19:00,47.0,32.2,64.2,43.2,18.0,817.0
2022-09-13T20:00,47.3,32.4,55.6,39.5,21.0,695.0
2022-09-13T21:00,47.0,32.1,44.4,34.7,25.0,554.0
2022-09-13T22:00,45.2,30.6,37.4,32.0,27.0,496.0
2022-09-13T23:00,43.5,29.3,30.7,29.5,29.0,458.0
2022-09-14T00:00,39.9,26.8,23.4,29.6,34.0,399.0
2022-09-14T01:00,38.9,26.2,23.6,29.9,38.0,404.0
2022-09-14T02:00,36.1,24.2,24.0,30.1,44.0,411.0
2022-09-14T03:00,29.2,18.8,24.6,29.2,51.0,417.0
2022-09-14T04:00,27.1,16.1,25.4,26.1,56.0,414.0
2022-09-14T05:00,23.5,13.5,26.2,21.9,60.0,408.0
2022-09-14T06:00,28.3,17.9,27.7,18.1,64.0,404.0
2022-09-14T07:00,27.8,17.9,28.8,18.7,66.0,406.0
2022-09-14T08:00,30.0,20.0,30.0,21.0,66.0,410.0
2022-09-14T09:00,30.9,21.1,32.4,23.1,64.0,425.0
2022-09-14T10:00,30.6,20.9,35.3,22.4,59.0,446.0
2022-09-14T11:00,29.0,20.0,38.8,20.8,51.0,474.0
2022-09-14T12:00,31.1,20.5,39.0,30.0,64.0,396.0
2022-09-14T13:00,37.4,24.9,44.2,30.9,55.0,471.0
2022-09-14T14:00,39.6,26.5,51.5,32.2,41.0,577.0
2022-09-14T15:00,37.7,25.3,57.0,33.0,29.0,662.0
2022-09-14T16:00,31.1,20.6,54.5,32.4,29.0,633.0
2022-09-14T17:00,25.7,17.1,48.3,31.2,32.0,556.0
2022-09-14T18:00,23.2,15.5,39.2,29.0,39.0,456.0
2022-09-14T19:00,22.0,14.8,32.2,26.8,44.0,408.0
2022-09-14T20:00,21.6,14.7,24.5,24.0,49.0,365.0
2022-09-14T21:00,21.1,14.5,16.7,20.4,55.0,324.0
2022-09-14T22:00,20.7,14.4,13.6,17.5,58.0,299.0
2022-09-14T23:00,18.7,13.0,12.2,14.5,61.0,282.0
2022-09-15T00:00,20.5,14.3,14.3,13.6,57.0,312.0
2022-09-15T01:00,20.7,14.4,18.5,15.6,54.0,350.0
2022-09-15T02:00,21.0,14.5,24.2,18.5,49.0,403.0
2022-09-15T03:00,22.4,15.3,28.9,21.6,49.0,447.0
2022-09-15T04:00,23.2,15.4,26.2,22.7,60.0,429.0
2022-09-15T05:00,24.4,15.9,20.6,23.1,78.0,387.0
2022-09-15T06:00,25.3,16.5,16.5,24.1,93.0,351.0
2022-09-15T07:00,25.6,17.1,19.6,25.8,91.0,366.0
2022-09-15T08:00,27.8,19.4,25.6,27.8,82.0,400.0
2022-09-15T09:00,31.2,21.7,33.2,30.0,71.0,440.0
2022-09-15T10:00,32.1,22.1,36.6,31.1,68.0,447.0
2022-09-15T11:00,29.7,20.3,39.2,31.9,66.0,446.0
2022-09-15T12:00,37.6,26.1,43.3,36.2,79.0,455.0
2022-09-15T13:00,53.8,37.6,57.0,44.5,59.0,1007.0
2022-09-15T14:00,82.0,57.3,76.4,56.1,30.0,1786.0
2022-09-15T15:00,97.8,68.5,95.6,67.3,0.0,2506.0
2022-09-15T16:00,100.8,70.5,98.2,68.4,0.0,2503.0
2022-09-15T17:00,89.6,62.9,95.2,65.9,0.0,2229.0
2022-09-15T18:00,74.7,52.3,88.4,60.7,2.0,1790.0
2022-09-15T19:00,57.2,39.9,82.8,55.8,4.0,1483.0
2022-09-15T20:00,47.7,33.4,75.8,49.7,7.0,1140.0
2022-09-15T21:00,45.8,32.0,66.5,43.4,11.0,801.0
2022-09-15T22:00,46.3,32.5,60.0,41.5,13.0,727.0
2022-09-15T23:00,48.7,34.0,53.5,41.2,14.0,751.0
2022-09-16T00:00,95.9,67.3,74.1,47.8,1.0,1312.0
2022-09-16T01:00,92.9,65.0,68.8,50.5,9.0,1180.0
2022-09-16T02:00,69.4,47.3,61.2,54.2,22.0,991.0
2022-09-16T03:00,65.9,43.8,50.0,56.0,46.0,763.0
2022-09-16T04:00,66.4,43.1,40.8,52.1,74.0,646.0
2022-09-16T05:00,69.8,45.8,30.7,45.3,108.0,552.0
2022-09-16T06:00,72.2,47.4,20.8,37.7,147.0,465.0
2022-09-16T07:00,74.7,49.1,17.0,34.6,168.0,433.0
2022-09-16T08:00,75.7,50.2,15.6,32.7,185.0,427.0
2022-09-16T09:00,76.8,51.5,19.1,32.0,188.0,444.0
2022-09-16T10:00,77.8,52.5,29.0,33.5,167.0,473.0
2022-09-16T11:00,75.2,51.3,43.1,36.4,132.0,518.0
2022-09-16T12:00,63.8,43.8,56.1,36.9,89.0,580.0
2022-09-16T13:00,68.0,46.9,59.4,37.8,74.0,745.0
2022-09-16T14:00,64.3,44.5,64.0,39.2,52.0,980.0
2022-09-16T15:00,60.5,42.1,67.7,41.2,28.0,1252.0
2022-09-16T16:00,64.5,45.1,66.6,43.0,21.0,1384.0
2022-09-16T17:00,63.8,44.5,63.3,45.0,20.0,1483.0
2022-09-16T18:00,55.3,38.6,58.2,46.8,20.0,1516.0
2022-09-16T19:00,47.7,33.4,53.2,46.3,20.0,1412.0
2022-09-16T20:00,45.4,31.8,47.5,45.0,22.0,1231.0
2022-09-16T21:00,46.0,32.1,43.9,44.7,22.0,1045.0
2022-09-16T22:00,47.5,33.2,47.8,47.0,17.0,1024.0
2022-09-16T23:00,50.5,35.3,55.1,50.5,10.0,1055.0
2022-09-17T00:00,99.2,68.7,85.8,78.2,0.0,1768.0
2022-09-17T01:00,115.9,80.1,94.4,81.7,5.0,1813.0
2022-09-17T02:00,123.9,85.0,106.5,86.6,12.0,1872.0
2022-09-17T03:00,121.5,82.0,110.8,89.6,36.0,1816.0
2022-09-17T04:00,116.4,76.8,95.1,86.2,73.0,1558.0
2022-09-17T05:00,111.8,71.9,69.4,79.9,122.0,1185.0
2022-09-17T06:00,101.3,62.9,40.8,71.7,180.0,787.0
2022-09-17T07:00,100.4,61.7,29.8,66.7,213.0,671.0
2022-09-17T08:00,101.5,62.6,23.5,62.0,242.0,642.0
2022-09-17T09:00,101.5,62.6,25.2,58.5,260.0,661.0
2022-09-17T10:00,101.3,62.4,36.8,59.7,252.0,687.0
2022-09-17T11:00,103.1,63.6,55.7,63.1,229.0,743.0
2022-09-17T12:00,97.3,64.0,90.4,38.7,104.0,835.0
2022-09-17T13:00,105.0,71.0,92.4,40.7,89.0,927.0
